,index,Instance, Product/Description, Migrations, Days, SumStartingInstance, SumMigrations, BidPriceStart, BidPriceMigrations, Difference
0,570,p2.16xlarge, Red Hat Enterprise Linux,30,323,64933.85280000032,34590.633599999885,0,0,30343.21920000043
1,755,x1.32xlarge, Red Hat Enterprise Linux,1,327,62258.18399999995,32788.1808000002,0,0,29470.00319999975
2,441,x1e.32xlarge, Red Hat Enterprise Linux,7,276,78193.03259999987,53967.90520000012,1,0,24225.127399999765
3,452,x1e.32xlarge, Windows,11,407,162852.24779999908,143800.8216999993,0,0,19051.42609999975
4,446,x1e.32xlarge, Linux/UNIX,11,407,105204.91130000066,86379.20010000031,0,0,18825.71120000037
5,455,x1e.32xlarge, SUSE Linux,11,407,106181.71129999976,87356.00009999973,0,0,18825.711200000038
6,698,x1.16xlarge, Red Hat Enterprise Linux,15,327,31639.212000000152,16901.820000000043,0,0,14737.392000000105
7,775,x1e.16xlarge, Red Hat Enterprise Linux,13,250,35705.41919999992,24830.641600000097,1,0,10874.777599999821
8,546,p3.16xlarge, Red Hat Enterprise Linux,6,140,34792.73860000002,25247.884800000025,1,0,9544.853799999992
9,201,i3.8xlarge, Linux/UNIX,22,407,16609.772100000075,7384.030799999981,0,0,9225.741300000092
10,212,i3.8xlarge, SUSE Linux,21,407,17586.57209999998,8360.830799999922,0,0,9225.741300000058
11,227,i3.16xlarge, Red Hat Enterprise Linux,33,327,21935.835900000075,12900.355200000056,0,0,9035.48070000002
12,574,p2.16xlarge, Windows,1,61,24880.240800000043,16005.842399999981,0,0,8874.398400000064
13,568,p2.16xlarge, SUSE Linux,1,60,19984.896,11358.835199999992,0,0,8626.060800000005
14,583,p2.16xlarge, Linux/UNIX,1,60,19840.896,11214.835200000007,0,0,8626.060799999988
15,119,m5.24xlarge, Red Hat Enterprise Linux,14,327,17154.943200000045,8900.617800000013,0,0,8254.325400000032
16,443,r5.24xlarge, Linux/UNIX,18,407,17576.723200000062,9974.008000000036,0,0,7602.715200000026
17,703,m5ad.12xlarge, Red Hat Enterprise Linux,9,323,12637.35530000006,5317.929899999989,0,0,7319.425400000069
18,470,x1e.8xlarge, Red Hat Enterprise Linux,13,323,23500.96319999994,16537.594000000052,0,0,6963.369199999887
19,0,p3.8xlarge, Red Hat Enterprise Linux,7,199,25012.54759999995,18192.16319999994,1,0,6820.38440000001
20,697,r5a.24xlarge, Windows,9,406,59691.74399999968,52949.07880000047,0,0,6742.66519999921
21,648,r5a.24xlarge, Linux/UNIX,7,406,16663.276500000175,9921.017300000038,0,0,6742.259200000137
22,417,r5.24xlarge, Windows,4,407,59819.920799999636,53093.82999999993,0,0,6726.090799999714
23,118,m5.24xlarge, Linux/UNIX,13,407,16307.685299999961,9695.559899999971,0,0,6612.125399999988
24,97,m5.24xlarge, Windows,1,407,59079.794400000144,52636.970399999984,0,0,6442.8240000001615
25,467,m5d.24xlarge, Windows,2,406,58934.635200000135,52503.87359999998,0,0,6430.761600000157
26,484,m5d.24xlarge, Linux/UNIX,24,406,15926.323499999931,9616.523799999959,0,0,6309.79969999997
27,588,r5ad.12xlarge, Red Hat Enterprise Linux,9,323,11195.431400000063,5164.765999999993,0,0,6030.665400000072
28,729,m5a.24xlarge, Linux/UNIX,9,406,15905.131199999907,9939.291399999893,0,0,5965.839800000016
29,711,m5a.24xlarge, Windows,9,406,58934.635200000135,52975.6921,0,0,5958.943100000141
30,679,r4.16xlarge, Red Hat Enterprise Linux,21,327,11752.38000000001,6201.111499999979,0,0,5551.26850000003
31,45,m4.16xlarge, Red Hat Enterprise Linux,34,327,10854.168800000003,5790.80059999997,0,0,5063.368200000034
32,399,c5.18xlarge, Red Hat Enterprise Linux,132,327,12545.027999999913,7555.213199999987,0,0,4989.814799999923
33,83,g3.16xlarge, Red Hat Enterprise Linux,10,323,16542.768000000076,11634.002399999974,0,0,4908.765600000103
34,469,r5d.24xlarge, Red Hat Enterprise Linux,10,323,13755.148800000068,8887.980800000003,0,0,4867.168000000065
35,450,r5.24xlarge, Red Hat Enterprise Linux,4,312,13393.918300000061,8564.990999999942,1,0,4828.927300000119
36,131,c5n.18xlarge, Windows,1,406,43632.65759999976,39030.503999999935,0,0,4602.153599999816
37,472,c5.18xlarge, Windows,1,406,43632.65759999976,39030.503999999935,0,0,4602.153599999816
38,702,c5d.18xlarge, Windows,2,406,43632.65759999976,39039.06479999995,0,0,4593.592799999809
39,141,c5n.18xlarge, Linux/UNIX,21,407,11390.016199999922,6802.294899999932,0,0,4587.721299999989
40,426,z1d.12xlarge, Windows,6,407,39796.77849999981,35298.64459999983,0,0,4498.133899999972
41,398,z1d.12xlarge, Linux/UNIX,7,407,18219.315699999872,13727.527699999882,0,0,4491.787999999988
42,907,z1d.12xlarge, SUSE Linux,7,407,19296.56570000012,14832.91240000002,0,0,4463.653300000098
43,689,c5d.18xlarge, Linux/UNIX,49,407,11695.675500000007,7246.422400000005,0,0,4449.253100000002
44,226,r5.metal, Linux/UNIX,23,406,11199.617800000016,6753.094000000046,0,0,4446.52379999997
45,414,r5.24xlarge, SUSE Linux,9,407,18654.2232,14278.115099999968,0,0,4376.108100000027
46,203,r5.metal, Windows,4,406,54137.66399999964,49762.68770000038,0,0,4374.97629999926
47,791,m5.metal, Windows,1,407,53765.02560000006,49469.491199999815,0,0,4295.534400000252
48,612,m5d.metal, Windows,1,407,53765.02560000006,49469.491199999815,0,0,4295.534400000252
49,672,r4.16xlarge, Windows,1,406,39265.39680000023,34980.36960000022,0,0,4285.027200000019
50,68,r5.12xlarge, Linux/UNIX,30,407,9105.478399999998,4997.918900000008,0,0,4107.559499999989
51,355,i2.8xlarge, Windows,9,406,29311.377699999735,25232.573900000007,0,0,4078.803799999736
52,749,m5.metal, Linux/UNIX,26,407,10636.778799999936,6588.9251999999415,0,0,4047.853599999994
53,535,r5ad.4xlarge, Red Hat Enterprise Linux,8,323,6353.241000000043,2356.358900000004,0,0,3996.882100000039
54,482,c5.24xlarge, Windows,4,316,44819.957799999735,40892.844299999655,0,0,3927.1135000000872
55,192,m5.12xlarge, Red Hat Enterprise Linux,33,327,9087.199200000021,5267.573999999995,0,0,3819.6252000000236
56,416,r5d.12xlarge, Linux/UNIX,3,407,8716.701999999996,4985.895999999961,0,0,3730.806000000036
57,49,m4.16xlarge, Linux/UNIX,51,406,9608.051200000004,5909.8179999999875,0,0,3698.233200000016
58,138,c5n.18xlarge, Red Hat Enterprise Linux,15,322,10014.71519999999,6369.386200000032,0,0,3645.328999999958
59,788,m5d.12xlarge, Linux/UNIX,23,406,8362.691200000041,4796.1540999999925,0,0,3566.5371000000496
60,113,m5.24xlarge, SUSE Linux,15,407,17284.485299999928,13727.273100000013,0,0,3557.2121999999163
61,53,m4.16xlarge, Windows,2,406,38099.01399999998,34559.006500000236,0,0,3540.0074999997382
62,403,c5.18xlarge, Linux/UNIX,142,406,11817.94439999996,8303.96369999999,0,0,3513.9806999999732
63,872,r5a.24xlarge, SUSE Linux,11,406,17738.076499999985,14325.04199999994,0,0,3413.034500000047
64,714,c5d.9xlarge, Linux/UNIX,59,407,6936.904000000002,3541.1888999999946,0,0,3395.7151000000085
65,391,r5d.12xlarge, Windows,3,407,29932.101600000078,26553.64000000007,0,0,3378.4616000000096
66,37,r5.12xlarge, Windows,3,406,29835.892800000263,26465.405700000007,0,0,3370.4871000002568
67,183,r5a.12xlarge, Linux/UNIX,14,406,8522.770500000053,5182.405100000015,0,0,3340.365400000038
68,32,d2.8xlarge, Red Hat Enterprise Linux,1,323,17193.935999999994,13855.439999999908,0,0,3338.4960000000865
69,474,c5.24xlarge, Red Hat Enterprise Linux,90,316,12318.524300000034,8989.579100000003,0,0,3328.945200000031
70,468,c5.24xlarge, Linux/UNIX,90,316,11332.604299999954,8003.659100000009,0,0,3328.945199999945
71,606,m5d.metal, Linux/UNIX,61,407,10629.537599999929,7306.288399999987,0,0,3323.249199999944
72,717,m5a.12xlarge, Windows,9,406,30016.957899999907,26732.819199999994,0,0,3284.138699999912
73,682,r5d.metal, Red Hat Enterprise Linux,18,323,9512.33089999995,6260.9835000000185,0,0,3251.3473999999323
74,893,m5a.24xlarge, SUSE Linux,12,406,16979.43119999995,13728.491999999957,0,0,3250.9391999999957
75,199,r5.metal, Red Hat Enterprise Linux,16,323,9509.31119999995,6260.48490000002,0,0,3248.826299999928
76,19,g2.8xlarge, Red Hat Enterprise Linux,2,323,10310.16000000002,7064.40000000003,0,0,3245.7599999999898
77,454,x1e.4xlarge, Red Hat Enterprise Linux,9,297,11303.037800000027,8066.20309999995,1,0,3236.834700000074
78,490,r5ad.2xlarge, Red Hat Enterprise Linux,22,323,5041.3139999999985,1816.9218000000174,0,0,3224.3921999999798
79,465,m5d.12xlarge, Windows,1,406,29467.80479999991,26245.91519999999,0,0,3221.889599999918
80,176,m5.12xlarge, Windows,1,406,29467.80479999991,26245.91519999999,0,0,3221.889599999918
81,473,m5d.24xlarge, SUSE Linux,29,406,16900.72349999994,13735.8144,0,0,3164.9090999999353
82,767,m5.metal, Red Hat Enterprise Linux,19,323,9119.452799999926,6032.42810000004,0,0,3087.0246999998863
83,883,r5dn.24xlarge, SUSE Linux,4,202,8884.317700000009,5801.446999999997,0,0,3082.870700000012
84,862,r5n.24xlarge, SUSE Linux,4,202,8877.886600000007,5795.0387999999975,0,0,3082.8478000000105
85,340,i2.8xlarge, Red Hat Enterprise Linux,9,323,19938.143999999847,16877.856000000025,0,0,3060.2879999998217
86,62,m4.10xlarge, Linux/UNIX,63,406,6996.076399999994,3947.6811000000175,0,0,3048.395299999976
87,680,c5d.18xlarge, Red Hat Enterprise Linux,35,323,9699.302400000011,6663.2845000000025,0,0,3036.017900000012
88,891,m5dn.24xlarge, SUSE Linux,6,202,8500.566500000017,5555.605199999996,0,0,2944.961300000021
89,66,m4.10xlarge, Red Hat Enterprise Linux,53,327,7166.423300000036,4241.813200000006,0,0,2924.6101000000294
90,913,c5n.metal, SUSE Linux,3,264,10519.267799999958,7662.413000000009,0,0,2856.8547999999487
91,44,r5.12xlarge, Red Hat Enterprise Linux,22,323,7724.312200000002,4954.219800000022,0,0,2770.092399999981
92,33,r4.8xlarge, Red Hat Enterprise Linux,13,327,6385.917600000013,3625.433500000001,0,0,2760.4841000000124
93,652,m5a.12xlarge, Linux/UNIX,11,406,7971.768100000083,5214.082899999943,0,0,2757.68520000014
94,600,r3.8xlarge, Red Hat Enterprise Linux,46,327,6215.027999999986,3464.254499999997,0,0,2750.773499999988
95,780,c5.9xlarge, Red Hat Enterprise Linux,106,327,6782.241599999951,4036.8187999999977,0,0,2745.422799999953
96,768,c5.metal, SUSE Linux,50,307,12191.092799999982,9508.150999999976,0,0,2682.941800000006
97,836,m5n.24xlarge, SUSE Linux,3,202,8205.815300000031,5552.4892999999975,0,0,2653.3260000000346
98,565,p3.2xlarge, Red Hat Enterprise Linux,57,323,10854.350399999947,8226.545000000011,0,0,2627.805399999936
99,59,m4.10xlarge, Windows,2,406,24240.14879999984,21688.81920000002,0,0,2551.329599999819
100,810,c5.metal, Windows,3,307,42192.115199999826,39657.077799999664,0,0,2535.037400000161
101,104,r4.8xlarge, Linux/UNIX,14,407,5725.317900000003,3201.383399999997,0,0,2523.9345000000053
102,463,c5.9xlarge, Linux/UNIX,115,406,6176.214900000008,3662.9597000000012,0,0,2513.2552000000064
103,618,c4.8xlarge, Red Hat Enterprise Linux,77,327,5898.556800000022,3409.4694000000045,0,0,2489.0874000000185
104,28,r5.12xlarge, SUSE Linux,24,407,10183.17839999999,7698.900600000024,0,0,2484.277799999967
105,705,c5d.18xlarge, SUSE Linux,21,407,12672.475500000004,10191.247999999983,0,0,2481.227500000021
106,89,g3.8xlarge, Red Hat Enterprise Linux,19,324,8802.431999999957,6344.928000000017,0,0,2457.50399999994
107,262,r5.metal, SUSE Linux,11,406,12274.867799999962,9842.795899999986,0,0,2432.071899999976
108,433,r5d.12xlarge, Red Hat Enterprise Linux,4,323,7381.454399999967,4949.62240000001,0,0,2431.831999999957
109,101,c5n.9xlarge, Red Hat Enterprise Linux,7,323,6077.264500000002,3680.8711999999823,0,0,2396.39330000002
110,409,c5.18xlarge, SUSE Linux,93,406,12792.34440000003,10441.638399999998,0,0,2350.706000000035
111,728,c5d.9xlarge, SUSE Linux,35,407,7913.888399999996,5569.22070000001,0,0,2344.667699999987
112,784,c5.9xlarge, Windows,1,406,21816.81600000018,19515.739199999975,0,0,2301.0768000002026
113,725,c5d.9xlarge, Windows,2,406,21816.81600000018,19519.32239999998,0,0,2297.4936000002012
114,658,r5a.24xlarge, Red Hat Enterprise Linux,2,154,6592.39250000001,4296.734399999996,1,0,2295.658100000014
115,624,r3.8xlarge, Linux/UNIX,49,407,5312.9463000000105,3019.848400000009,0,0,2293.097900000001
116,619,c4.8xlarge, Linux/UNIX,97,407,5220.388599999998,2944.2392000000127,0,0,2276.1493999999852
117,491,z1d.metal, Red Hat Enterprise Linux,3,323,13621.814400000056,11372.665400000005,0,0,2249.1490000000504
118,789,m5.metal, SUSE Linux,10,407,11613.578799999968,9371.276500000044,0,0,2242.302299999923
119,919,c5n.18xlarge, SUSE Linux,16,407,12467.666199999961,10241.679400000041,0,0,2225.9867999999205
120,209,i3.4xlarge, Red Hat Enterprise Linux,19,327,6220.9245000000465,3995.363499999986,0,0,2225.56100000006
121,766,c5.metal, Red Hat Enterprise Linux,58,307,10612.867200000019,8400.772900000009,0,0,2212.094300000008
122,765,c5.metal, Linux/UNIX,58,307,9655.02719999998,7442.932899999994,0,0,2212.0942999999843
123,867,r5d.16xlarge, SUSE Linux,8,307,9188.112099999984,7031.3263999999535,0,0,2156.7857000000304
124,279,r4.8xlarge, Windows,1,406,19633.185599999862,17489.71679999998,0,0,2143.468799999886
125,866,m5a.16xlarge, SUSE Linux,8,307,8803.786499999953,6735.820800000004,0,0,2067.965699999949
126,871,r5d.12xlarge, SUSE Linux,14,407,9794.152000000004,7744.9946000000855,0,0,2049.1573999999173
127,386,r3.8xlarge, Windows,2,321,10454.32799999999,8414.51519999999,0,0,2039.8128
128,846,r5n.16xlarge, SUSE Linux,5,202,6095.3856000000205,4069.668400000009,0,0,2025.717200000011
129,691,m5ad.24xlarge, Red Hat Enterprise Linux,8,137,6282.4885999999915,4257.123100000002,1,0,2025.365499999989
130,487,c5.24xlarge, SUSE Linux,75,316,12091.004299999975,10104.6293,0,0,1986.3749999999766
131,75,m4.10xlarge, SUSE Linux,28,406,7970.476399999994,5989.527099999987,0,0,1980.9493000000086
132,896,m5dn.16xlarge, SUSE Linux,3,202,5861.779300000003,3898.222599999997,0,0,1963.5567000000049
133,462,m5d.12xlarge, SUSE Linux,20,406,9337.09120000001,7374.0161000000135,0,0,1963.0750999999973
134,412,c5.12xlarge, Windows,3,316,22409.12339999992,20446.291499999832,0,0,1962.8319000000886
135,506,r5.4xlarge, Linux/UNIX,39,407,3722.6399,1777.1561000000015,0,0,1945.4837999999984
136,428,c4.8xlarge, Windows,2,407,19472.507999999918,17529.679199999966,0,0,1942.8287999999561
137,123,c5n.9xlarge, Windows,4,407,21870.55200000018,19947.862499999967,0,0,1922.689500000215
138,632,c3.8xlarge, Windows,1,321,13851.792000000012,11939.356799999958,0,0,1912.4352000000547
139,684,r4.16xlarge, Linux/UNIX,26,130,4110.1093999999985,2200.3714000000004,1,0,1909.7379999999969
140,730,r5.16xlarge, SUSE Linux,3,307,8922.70370000002,7026.958799999952,0,0,1895.7449000000681
141,886,r5a.16xlarge, SUSE Linux,5,307,8925.25160000001,7032.6311999999525,0,0,1892.620400000057
142,830,m5n.16xlarge, Windows,3,202,19517.07839999997,17644.594499999934,0,0,1872.483900000036
143,840,m5n.16xlarge, Red Hat Enterprise Linux,3,202,5880.2990000000045,4012.965399999993,0,0,1867.3336000000106
144,838,m5n.16xlarge, Linux/UNIX,3,202,5250.059000000011,3382.7254000000103,0,0,1867.3336000000013
145,955,m5n.16xlarge, SUSE Linux,3,202,5835.3589999999795,3968.675399999997,0,0,1866.6835999999807
146,833,r5a.12xlarge, SUSE Linux,23,406,9597.820500000022,7734.916800000064,0,0,1862.9036999999569
147,888,r5dn.16xlarge, SUSE Linux,6,202,5919.793900000013,4064.1865000000093,0,0,1855.607400000005
148,397,c5.12xlarge, Linux/UNIX,67,316,5713.75039999996,3885.2451999999903,0,0,1828.5051999999696
149,42,m4.16xlarge, SUSE Linux,12,406,10582.451199999994,8756.41789999992,0,0,1826.0333000000735
150,329,i2.4xlarge, Windows,1,321,11586.815999999908,9793.701599999997,1,0,1793.114399999913
151,389,c5.12xlarge, Red Hat Enterprise Linux,67,316,6651.169900000024,4871.888599999994,0,0,1779.2813000000297
152,112,r5a.12xlarge, Red Hat Enterprise Linux,3,226,5215.883900000004,3480.1848000000173,1,0,1735.6990999999869
153,603,m5d.metal, SUSE Linux,44,407,11606.337599999963,9906.813700000035,0,0,1699.5238999999274
154,350,i2.4xlarge, Red Hat Enterprise Linux,7,323,10619.270300000031,8942.807999999952,0,0,1676.4623000000793
155,745,m5a.4xlarge, Linux/UNIX,32,407,3275.327700000001,1604.5768000000098,0,0,1670.7508999999914
156,174,d2.4xlarge, Red Hat Enterprise Linux,1,323,9100.84800000003,7431.600000000041,0,0,1669.2479999999914
157,847,m5a.12xlarge, SUSE Linux,13,406,9046.668100000014,7425.229000000052,0,0,1621.4390999999616
158,734,c5d.4xlarge, Linux/UNIX,42,407,3117.9829000000022,1519.0487999999966,0,0,1598.9341000000054
159,778,c5.9xlarge, SUSE Linux,59,406,7150.6149,5576.067500000005,0,0,1574.5473999999952
160,708,c5d.9xlarge, Red Hat Enterprise Linux,44,323,5353.531200000026,3805.1322,0,0,1548.3990000000256
161,825,r5n.12xlarge, SUSE Linux,2,202,4706.882700000002,3182.3374000000117,0,0,1524.545299999991
162,901,r5dn.12xlarge, SUSE Linux,4,202,4711.3609000000015,3195.519300000012,0,0,1515.8415999999895
163,51,r4.8xlarge, SUSE Linux,15,407,6702.1178999999975,5228.134699999993,0,0,1473.9832000000033
164,895,m5dn.12xlarge, SUSE Linux,2,202,4529.649199999995,3070.3765000000153,0,0,1459.2726999999813
165,217,i3.8xlarge, Red Hat Enterprise Linux,6,99,3608.677899999997,2156.3698000000013,1,0,1452.3080999999952
166,427,r5.4xlarge, SUSE Linux,16,407,4800.492100000003,3376.683599999999,0,0,1423.8085000000046
167,442,c5.4xlarge, Linux/UNIX,38,407,2953.299599999997,1545.7888000000007,0,0,1407.510799999996
168,392,m5d.4xlarge, Linux/UNIX,50,407,3246.447000000004,1840.792500000002,0,0,1405.6545000000015
169,78,m4.4xlarge, Linux/UNIX,79,400,3125.6998999999955,1742.2987000000005,1,0,1383.401199999995
170,811,m5ad.24xlarge, Windows,4,82,12566.509800000002,11191.497199999994,1,0,1375.0126000000055
171,621,r5a.4xlarge, Linux/UNIX,11,407,3036.3357999999994,1661.9714999999899,0,0,1374.3643000000095
172,430,c4.8xlarge, SUSE Linux,39,407,6197.188600000001,4829.280700000009,0,0,1367.907899999992
173,517,r5ad.24xlarge, Red Hat Enterprise Linux,2,91,3915.3613999999934,2583.033600000001,1,0,1332.3277999999925
174,526,r3.4xlarge, Red Hat Enterprise Linux,20,327,3576.333599999986,2261.455500000004,0,0,1314.8780999999815
175,457,c5.4xlarge, Red Hat Enterprise Linux,36,327,3581.0423999999934,2270.428800000001,0,0,1310.6135999999915
176,797,r4.4xlarge, Red Hat Enterprise Linux,19,327,3703.471200000009,2406.576999999999,0,0,1296.8942000000102
177,421,r3.8xlarge, SUSE Linux,46,407,6289.7463,5008.215200000004,0,0,1281.5310999999956
178,549,p3.2xlarge, Linux/UNIX,55,321,8575.984799999998,7323.614300000029,0,0,1252.370499999969
179,598,c4.4xlarge, Red Hat Enterprise Linux,79,327,3459.3984000000078,2217.5828999999976,0,0,1241.8155000000106
180,561,p3.2xlarge, SUSE Linux,50,321,9346.384800000002,8117.305399999952,0,0,1229.0794000000494
181,779,r5d.4xlarge, Linux/UNIX,30,356,2664.8209999999985,1469.5197999999955,1,0,1195.3012000000028
182,156,m5.4xlarge, Red Hat Enterprise Linux,50,327,3711.514699999999,2517.9743000000008,0,0,1193.540399999999
183,496,r5ad.24xlarge, Windows,7,80,12519.407699999987,11328.141600000004,1,0,1191.2660999999844
184,572,p2.8xlarge, Linux/UNIX,30,407,22256.229900000028,21098.88000000005,0,0,1157.3498999999827
185,880,r5d.8xlarge, SUSE Linux,5,307,5089.108899999989,3934.768000000007,0,0,1154.340899999982
186,594,p2.8xlarge, SUSE Linux,30,407,23233.02990000012,22078.901000000107,0,0,1154.1289000000145
187,887,m5a.4xlarge, SUSE Linux,18,407,4352.9277,3207.531600000012,0,0,1145.3960999999879
188,349,i2.2xlarge, Windows,1,407,7350.420000000062,6209.918400000026,0,0,1140.501600000036
189,528,c3.8xlarge, Red Hat Enterprise Linux,3,326,5648.928000000033,4519.464000000008,0,0,1129.4640000000245
190,758,r5d.4xlarge, Windows,3,407,9977.66500000003,8850.552600000032,0,0,1127.1123999999984
191,641,z1d.6xlarge, Red Hat Enterprise Linux,12,323,7314.787199999959,6187.861300000037,0,0,1126.925899999921
192,596,r5a.4xlarge, Windows,3,407,9973.128000000032,8847.902400000028,0,0,1125.2256000000034
193,406,r5.4xlarge, Windows,1,406,9944.990400000015,8822.144099999969,0,0,1122.8463000000484
194,238,i3.2xlarge, Red Hat Enterprise Linux,21,327,3620.5277000000133,2503.5820000000062,0,0,1116.9457000000077
195,393,c5.12xlarge, SUSE Linux,64,316,6423.6498999999685,5318.785600000012,0,0,1104.8642999999556
196,742,c5d.4xlarge, SUSE Linux,36,407,4094.7259000000013,2999.236599999997,0,0,1095.4893000000045
