Instance, Product/Description, Days, MigrationsMin, SumStartingInstance, SumMigrations, Difference
i3en.2xlarge, Red Hat Enterprise Linux, 303, 11, 2930.5004999999896, 2917.5263999999897, 12.974099999999908
i3en.2xlarge, Linux/UNIX, 338, 11, 2212.948500000007, 2199.9744000000082, 12.974099999998543
i3en.12xlarge, Windows, 338, 0, 31111.142399999906, 31111.142399999906, 0.0
r5.metal, SUSE Linux, 387, 10, 11709.12799999996, 9490.93569999999, 2218.1922999999697
i3.large, Red Hat Enterprise Linux, 308, 3, 1054.423499999996, 793.4328000000048, 260.9906999999912
i3.large, SUSE Linux, 388, 1, 1367.001600000003, 1367.001600000003, 0.0
t3.medium, Windows, 388, 0, 287.74080000000157, 287.74080000000157, 0.0
i3.large, Windows, 388, 1, 1292.505600000003, 1292.505600000003, 0.0
i3.large, Linux/UNIX, 388, 1, 435.801599999999, 435.801599999999, 0.0
i3en.6xlarge, Red Hat Enterprise Linux, 303, 0, 6861.859199999965, 6861.859199999965, 0.0
i3.metal, Windows, 388, 2, 42072.07630000012, 41360.17920000009, 711.8971000000238
i3.xlarge, Linux/UNIX, 388, 5, 996.1123000000005, 871.603199999998, 124.50910000000249
i3.metal, SUSE Linux, 388, 2, 15507.616699999864, 14876.851199999872, 630.7654999999922
i3en.6xlarge, Linux/UNIX, 338, 0, 6599.923199999984, 6599.923199999984, 0.0
i3.metal, Linux/UNIX, 388, 2, 14576.416699999969, 13945.651199999968, 630.7655000000013
i3.metal, Red Hat Enterprise Linux, 303, 0, 11835.907200000036, 11835.907200000036, 0.0
m2.4xlarge, Red Hat Enterprise Linux, 308, 7, 6543.449400000007, 1688.848799999995, 4854.600600000012
r4.xlarge, Windows, 387, 1, 2339.647199999986, 2084.049600000012, 255.59759999997368
m2.4xlarge, Linux/UNIX, 388, 5, 912.5759999999935, 912.5759999999935, 0.0
m2.4xlarge, SUSE Linux, 388, 5, 1843.7759999999876, 1843.7759999999876, 0.0
r4.8xlarge, Windows, 387, 1, 18714.391199999878, 16673.24879999995, 2041.1423999999279
m2.2xlarge, SUSE Linux, 387, 7, 1383.9120000000064, 1383.9120000000064, 0.0
t3.2xlarge, Red Hat Enterprise Linux, 308, 5, 2151.4925999999928, 1706.2512000000113, 445.24139999998147
m2.2xlarge, Windows, 387, 1, 2253.074000000021, 1750.2359999999999, 502.8380000000211
t3.small, SUSE Linux, 388, 6, 850.7214999999991, 835.5144999999985, 15.207000000000562
m2.4xlarge, Windows, 388, 1, 4517.070600000043, 3511.656, 1005.4146000000428
g4dn.4xlarge, Windows, 203, 0, 5345.5584000000135, 5345.5584000000135, 0.0
m2.xlarge, SUSE Linux, 388, 0, 1159.344000000012, 1159.344000000012, 0.0
m2.xlarge, Red Hat Enterprise Linux, 308, 1, 682.281599999997, 625.3728000000033, 56.908799999993676
t3.small, Windows, 388, 2, 229.55279999999757, 229.55219999999758, 0.0005999999999914962
m2.xlarge, Windows, 387, 2, 1126.4405000000106, 874.924799999995, 251.5157000000156
m2.xlarge, Linux/UNIX, 388, 0, 228.14399999999839, 228.14399999999839, 0.0
m2.2xlarge, Red Hat Enterprise Linux, 307, 7, 1429.7028000000053, 804.4727999999976, 625.2300000000076
m1.xlarge, Linux/UNIX, 387, 0, 325.07999999999885, 325.07999999999885, 0.0
t3.small, Red Hat Enterprise Linux, 307, 2, 516.4967999999961, 488.35629999999804, 28.1404999999981
m1.small, Windows, 388, 1, 329.64480000000196, 305.1503999999997, 24.49440000000226
m1.xlarge, Red Hat Enterprise Linux, 308, 2, 788.7263999999942, 703.6439999999948, 85.08239999999944
g4dn.xlarge, Linux/UNIX, 203, 28, 928.9830999999994, 771.1879999999987, 157.79510000000062
m1.small, SUSE Linux, 388, 1, 320.3328000000016, 320.3328000000016, 0.0
g4dn.xlarge, Red Hat Enterprise Linux, 203, 28, 1221.3031000000015, 1063.5080000000025, 157.7950999999989
m2.2xlarge, Linux/UNIX, 387, 7, 455.1119999999968, 455.1119999999968, 0.0
m1.xlarge, SUSE Linux, 387, 0, 1253.8800000000028, 1253.8800000000028, 0.0
m1.xlarge, Windows, 387, 17, 2372.9944999999807, 2230.5326999999984, 142.4617999999823
g4dn.8xlarge, Windows, 203, 0, 10352.025599999992, 10352.025599999992, 0.0
m3.medium, Red Hat Enterprise Linux, 308, 3, 513.7440000000016, 493.3151999999985, 20.428800000003093
m3.medium, Linux/UNIX, 301, 0, 48.40080000000002, 48.40080000000002, 0.0
t2.xlarge, Red Hat Enterprise Linux, 308, 9, 1103.6256000000042, 858.825599999996, 244.80000000000814
g4dn.16xlarge, Windows, 203, 0, 20704.051199999984, 20704.051199999984, 0.0
m3.large, SUSE Linux, 302, 1, 948.0512999999951, 937.490400000004, 10.56089999999108
t3.xlarge, Linux/UNIX, 388, 15, 473.9064000000029, 465.6232000000048, 8.283199999998146
t2.xlarge, SUSE Linux, 388, 7, 1459.705799999996, 1449.878399999992, 9.82740000000399
m3.medium, SUSE Linux, 301, 0, 770.8007999999944, 770.8007999999944, 0.0
g4dn.2xlarge, Linux/UNIX, 203, 9, 1128.9864999999972, 1099.9038999999984, 29.08259999999882
m3.large, Windows, 302, 5, 992.411999999999, 910.1475000000003, 82.26449999999875
m3.xlarge, Linux/UNIX, 388, 4, 577.8711000000013, 546.357700000002, 31.513399999999365
m3.xlarge, Red Hat Enterprise Linux, 308, 4, 1027.5291999999997, 878.6592000000032, 148.86999999999648
m3.medium, Windows, 301, 8, 439.8522999999995, 403.746800000002, 36.105499999997505
m3.2xlarge, Red Hat Enterprise Linux, 308, 14, 2109.6768000000025, 1834.386400000007, 275.29039999999554
t2.xlarge, Windows, 388, 0, 900.4703999999956, 900.4703999999956, 0.0
g4dn.4xlarge, Linux/UNIX, 203, 21, 1767.9626999999944, 1759.7663999999945, 8.196299999999837
m3.2xlarge, SUSE Linux, 302, 19, 1755.0152000000007, 1580.0223000000017, 174.99289999999905
g4dn.2xlarge, Windows, 203, 0, 2892.0191999999993, 2892.0191999999993, 0.0
t3.2xlarge, Linux/UNIX, 388, 4, 947.3059000000062, 931.2456000000095, 16.060299999996687
g4dn.4xlarge, Red Hat Enterprise Linux, 203, 21, 2401.3226999999965, 2393.1263999999987, 8.196299999997791
m3.2xlarge, Linux/UNIX, 302, 19, 1030.2151999999996, 855.2223000000015, 174.99289999999814
m3.large, Red Hat Enterprise Linux, 308, 4, 862.5286000000053, 661.0943999999963, 201.434200000009
m3.large, Linux/UNIX, 302, 1, 223.25130000000104, 212.69040000000084, 10.560900000000203
g4dn.2xlarge, Red Hat Enterprise Linux, 203, 9, 1762.346500000001, 1733.2639000000008, 29.082600000000184
m3.2xlarge, Windows, 302, 5, 3933.339500000008, 3635.110100000019, 298.2293999999888
g4dn.2xlarge, SUSE Linux, 203, 11, 1861.3953, 1687.6539, 173.74139999999989
i2.4xlarge, Windows, 387, 1, 14753.387899999889, 11797.936800000034, 2955.4510999998547
inf1.xlarge, Linux/UNIX, 129, 1, 341.79840000000047, 341.79840000000047, 0.0
inf1.6xlarge, SUSE Linux, 129, 5, 5338.422800000007, 2177.7852, 3160.637600000007
i2.8xlarge, Linux/UNIX, 387, 9, 19514.437599999892, 19003.247999999876, 511.18960000001607
inf1.6xlarge, Red Hat Enterprise Linux, 129, 3, 5390.902799999989, 2170.9152000000013, 3219.9875999999877
inf1.6xlarge, Linux/UNIX, 129, 3, 4988.422799999991, 1768.4351999999933, 3219.9875999999977
inf1.xlarge, Red Hat Enterprise Linux, 129, 1, 527.5584000000009, 527.5584000000009, 0.0
i2.4xlarge, SUSE Linux, 387, 8, 11364.410699999993, 10430.423999999994, 933.9866999999995
r4.xlarge, SUSE Linux, 388, 27, 1751.2306999999992, 1447.0905999999957, 304.1401000000035
inf1.2xlarge, SUSE Linux, 129, 1, 872.519199999999, 872.519199999999, 0.0
t3.nano, SUSE Linux, 387, 6, 741.8608000000023, 721.1800000000025, 20.680799999999863
i2.8xlarge, Red Hat Enterprise Linux, 304, 8, 18765.311999999863, 15885.60000000004, 2879.711999999823
i2.8xlarge, SUSE Linux, 387, 8, 20443.237600000153, 19932.048000000173, 511.1895999999797
i3en.xlarge, Windows, 338, 0, 2592.595199999994, 2592.595199999994, 0.0
r5.xlarge, SUSE Linux, 388, 66, 1677.2651000000014, 1522.1782000000042, 155.08689999999729
inf1.2xlarge, Red Hat Enterprise Linux, 129, 1, 944.8991999999985, 944.8991999999985, 0.0
inf1.2xlarge, Linux/UNIX, 129, 1, 542.4191999999985, 542.4191999999985, 0.0
t3.nano, Windows, 387, 1, 57.585600000000355, 57.585600000000355, 0.0
i2.4xlarge, Linux/UNIX, 387, 8, 10435.610699999957, 9501.623999999938, 933.9867000000195
m1.large, Linux/UNIX, 388, 12, 167.2922999999998, 162.9599999999994, 4.3323000000004015
i2.2xlarge, Windows, 388, 1, 7007.280000000054, 5921.36160000002, 1085.9184000000341
i2.4xlarge, Red Hat Enterprise Linux, 304, 7, 10003.214300000027, 8417.039999999943, 1586.1743000000843
inf1.xlarge, SUSE Linux, 129, 1, 661.6483999999998, 661.6483999999998, 0.0
i2.xlarge, SUSE Linux, 388, 2, 3322.4083000000055, 3314.1408000000056, 8.267499999999927
i2.xlarge, Red Hat Enterprise Linux, 305, 4, 2713.9393000000086, 2315.213699999995, 398.72560000001386
i2.xlarge, Windows, 388, 1, 3509.51420000001, 2959.16880000001, 550.3454000000002
i2.8xlarge, Windows, 387, 9, 28509.99119999978, 24078.62029999998, 4431.370899999798
i2.xlarge, Linux/UNIX, 388, 2, 2391.208299999987, 2382.9407999999867, 8.267500000000382
m1.medium, Red Hat Enterprise Linux, 308, 2, 530.0063999999999, 508.19039999999853, 21.81600000000134
t3.small, Linux/UNIX, 388, 0, 58.21150000000017, 58.21150000000017, 0.0
m1.medium, SUSE Linux, 387, 0, 1009.6055999999926, 1009.6055999999926, 0.0
m1.medium, Linux/UNIX, 387, 0, 80.8055999999992, 80.8055999999992, 0.0
h1.4xlarge, Red Hat Enterprise Linux, 217, 12, 2370.6075, 2274.4726000000037, 96.13489999999638
h1.2xlarge, SUSE Linux, 301, 5, 1860.4622000000088, 1853.7243000000062, 6.737900000002583
h1.2xlarge, Windows, 301, 3, 3789.8357999999776, 3789.711599999978, 0.12419999999974607
h1.16xlarge, Windows, 301, 2, 30317.69079999982, 30317.58449999982, 0.10629999999946449
h1.4xlarge, Linux/UNIX, 302, 14, 2370.576399999997, 2270.632600000001, 99.94379999999637
m1.small, Red Hat Enterprise Linux, 308, 2, 486.3936000000033, 476.21279999999734, 10.180800000005945
g4dn.xlarge, Windows, 203, 0, 1665.249599999996, 1665.249599999996, 0.0
m1.small, Linux/UNIX, 388, 1, 40.97280000000013, 40.97280000000013, 0.0
h1.16xlarge, SUSE Linux, 301, 10, 9951.337399999966, 9772.467699999945, 178.8697000000211
h1.16xlarge, Red Hat Enterprise Linux, 217, 10, 7244.8574, 7065.98769999999, 178.8697000000102
m1.medium, Windows, 387, 5, 595.5989000000023, 554.8375000000005, 40.7614000000018
h1.16xlarge, Linux/UNIX, 301, 10, 9228.9374, 9050.067700000003, 178.86969999999747
h1.4xlarge, SUSE Linux, 302, 14, 3095.3764, 2995.4326000000033, 99.94379999999683
i2.2xlarge, Red Hat Enterprise Linux, 304, 1, 5402.687999999986, 4682.76000000001, 719.9279999999753
m1.large, Red Hat Enterprise Linux, 308, 14, 615.7535999999955, 573.5760000000013, 42.177599999994186
i2.2xlarge, SUSE Linux, 388, 0, 5694.288000000029, 5694.288000000029, 0.0
i2.2xlarge, Linux/UNIX, 388, 0, 4763.087999999969, 4763.087999999969, 0.0
t3.2xlarge, SUSE Linux, 388, 4, 1978.655900000003, 1962.595600000008, 16.060299999994868
m1.large, SUSE Linux, 388, 12, 1098.4923000000038, 1094.1600000000064, 4.3322999999973035
h1.8xlarge, Red Hat Enterprise Linux, 217, 2, 3871.7805999999873, 3871.7672999999872, 0.013300000000072032
h1.8xlarge, Linux/UNIX, 302, 2, 4541.1406000000015, 4541.127300000002, 0.013299999999617285
m1.large, Windows, 388, 6, 1191.8775999999918, 1115.784199999997, 76.09339999999474
h1.4xlarge, Windows, 302, 2, 7604.995999999955, 7604.994799999955, 0.0011999999996987754
h1.8xlarge, SUSE Linux, 302, 2, 5265.940599999954, 5265.927299999955, 0.013299999999617285
h1.8xlarge, Windows, 302, 17, 15209.89729999991, 15209.89729999991, 0.0
r3.8xlarge, Windows, 302, 2, 9835.536000000004, 7920.028799999984, 1915.50720000002
m5d.4xlarge, SUSE Linux, 388, 45, 4021.0942000000014, 3082.7836000000093, 938.3105999999921
m5d.4xlarge, Red Hat Enterprise Linux, 304, 40, 2892.6527000000046, 2379.6464999999976, 513.0062000000071
c5.12xlarge, Red Hat Enterprise Linux, 297, 66, 5596.9055999999755, 4605.835700000004, 991.0698999999713
x1e.xlarge, Windows, 388, 4, 4060.6356999999857, 4043.2703999999844, 17.365300000001298
r5d.12xlarge, Windows, 388, 3, 28535.373600000064, 25317.92560000004, 3217.448000000026
m5d.4xlarge, Linux/UNIX, 388, 49, 3089.8942000000025, 1768.0687000000019, 1321.8255000000006
c5.12xlarge, SUSE Linux, 297, 52, 6716.417999999989, 5046.204700000005, 1670.213299999984
x1e.xlarge, SUSE Linux, 388, 16, 3286.6452999999765, 3261.0623999999752, 25.582900000001246
c4.xlarge, Windows, 388, 1, 2287.9583999999954, 2056.0103999999837, 231.9480000000117
m5d.4xlarge, Windows, 387, 1, 9363.232800000058, 8339.932799999926, 1023.3000000001321
c5.12xlarge, Linux/UNIX, 297, 66, 4670.26559999999, 3679.19569999999, 991.0698999999995
z1d.12xlarge, Linux/UNIX, 388, 5, 16183.731699999817, 13145.5871999999, 3038.1444999999167
c5.18xlarge, Red Hat Enterprise Linux, 308, 132, 11816.11199999992, 7047.776399999987, 4768.335599999932
r3.large, Linux/UNIX, 302, 24, 234.11040000000148, 140.79220000000015, 93.31820000000133
x1e.xlarge, Linux/UNIX, 388, 16, 2355.445300000001, 2329.8623999999986, 25.58290000000261
m5d.2xlarge, Red Hat Enterprise Linux, 305, 40, 2008.2860000000003, 1561.0135000000002, 447.27250000000004
c5.18xlarge, Linux/UNIX, 387, 138, 11286.293999999976, 7907.794999999985, 3378.4989999999916
m5d.2xlarge, SUSE Linux, 388, 42, 2247.5943999999977, 1964.8294000000003, 282.76499999999737
x1e.xlarge, Red Hat Enterprise Linux, 304, 5, 2269.946500000003, 2263.277700000003, 6.668800000000374
r5.4xlarge, Windows, 387, 1, 9479.41440000002, 8410.239299999976, 1069.175100000044
r5d.24xlarge, Linux/UNIX, 388, 8, 16047.420900000046, 9513.14960000003, 6534.271300000017
x1e.8xlarge, Windows, 388, 10, 32346.163199999875, 32346.163199999875, 0.0
c5.18xlarge, SUSE Linux, 387, 91, 12215.094000000034, 10001.411499999991, 2213.6825000000426
m5d.2xlarge, Linux/UNIX, 388, 42, 1316.3944000000006, 774.7697000000023, 541.6246999999983
m5d.2xlarge, Windows, 388, 1, 4693.247999999979, 4182.052799999962, 511.1952000000165
c5.12xlarge, Windows, 297, 1, 20408.889599999933, 19233.403199999848, 1175.4864000000853
r5a.2xlarge, Windows, 387, 3, 4741.524000000008, 4205.769600000021, 535.7543999999871
r5.24xlarge, SUSE Linux, 388, 7, 17777.402799999985, 13766.624399999964, 4010.778400000021
c4.large, Linux/UNIX, 387, 6, 325.7827999999982, 175.81509999999938, 149.9676999999988
r5d.12xlarge, Linux/UNIX, 388, 3, 8326.821999999996, 4757.029599999961, 3569.7924000000357
r5.24xlarge, Windows, 388, 4, 57026.32799999969, 50622.492399999916, 6403.835599999773
m5d.large, Linux/UNIX, 388, 2, 317.23860000000013, 189.51359999999903, 127.7250000000011
z1d.2xlarge, Linux/UNIX, 388, 10, 2328.122100000007, 2078.438400000007, 249.68370000000004
c4.large, Red Hat Enterprise Linux, 308, 8, 730.3296000000022, 586.0398999999998, 144.28970000000243
r3.8xlarge, SUSE Linux, 388, 43, 6008.394300000001, 4824.470300000002, 1183.923999999999
r5ad.xlarge, Windows, 381, 10, 2496.548099999978, 2171.194300000005, 325.35379999997303
z1d.2xlarge, Red Hat Enterprise Linux, 304, 5, 3120.0476999999905, 2578.099199999986, 541.9485000000045
m5d.8xlarge, Windows, 288, 0, 12381.46560000007, 12381.46560000007, 0.0
c4.large, SUSE Linux, 387, 6, 1254.6604000000048, 1162.8448000000026, 91.81560000000218
z1d.12xlarge, Windows, 388, 4, 36754.3464999998, 33706.483199999835, 3047.863299999968
r5.4xlarge, SUSE Linux, 388, 15, 4428.150299999999, 3243.697299999998, 1184.4530000000013
c4.8xlarge, Windows, 388, 2, 18563.471999999903, 16713.621599999937, 1849.8503999999666
m5d.large, Red Hat Enterprise Linux, 304, 2, 676.3391999999982, 585.4295999999998, 90.90959999999836
c4.8xlarge, SUSE Linux, 388, 37, 6030.760700000001, 4634.521700000004, 1396.2389999999968
m5d.8xlarge, SUSE Linux, 202, 6, 3439.404499999999, 2635.3560000000034, 804.0484999999958
m5d.8xlarge, Red Hat Enterprise Linux, 288, 4, 3107.814299999989, 3106.1966999999904, 1.6175999999986743
r5d.12xlarge, Red Hat Enterprise Linux, 304, 4, 6947.251199999973, 4661.476000000016, 2285.7751999999573
c4.xlarge, Red Hat Enterprise Linux, 308, 24, 1017.8784000000002, 725.6955000000002, 292.1829
m5d.8xlarge, Linux/UNIX, 288, 4, 2209.254299999993, 2207.636699999992, 1.617600000000948
c4.xlarge, Linux/UNIX, 388, 28, 622.3010999999995, 352.0651999999989, 270.2359000000005
z1d.12xlarge, Red Hat Enterprise Linux, 304, 0, 10719.283200000003, 10719.283200000003, 0.0
c4.xlarge, SUSE Linux, 388, 19, 1553.5010999999986, 1398.0383000000052, 155.46279999999342
c4.large, Windows, 387, 2, 1140.5663999999954, 1025.275199999992, 115.2912000000033
c5.2xlarge, Windows, 387, 1, 4620.779999999999, 4134.143999999983, 486.6360000000159
x1e.32xlarge, Red Hat Enterprise Linux, 304, 5, 86571.20469999975, 59449.57440000012, 27121.630299999633
c5.4xlarge, Linux/UNIX, 388, 38, 2821.6302999999984, 1475.3833000000004, 1346.246999999998
r5.24xlarge, Linux/UNIX, 388, 12, 16745.502800000057, 9506.421100000014, 7239.0817000000425
m5d.16xlarge, Linux/UNIX, 288, 0, 4413.312000000004, 4413.312000000004, 0.0
r5d.2xlarge, Windows, 387, 4, 4743.792500000016, 4207.970400000023, 535.822099999993
x1e.32xlarge, Linux/UNIX, 388, 8, 93035.18330000034, 78368.42590000007, 14666.757400000264
r5d.2xlarge, Red Hat Enterprise Linux, 304, 16, 2120.8035000000023, 1628.3095999999991, 492.4939000000031
x1e.4xlarge, Linux/UNIX, 387, 4, 9357.537699999999, 9295.430399999994, 62.107300000005125
r3.large, SUSE Linux, 302, 12, 958.9104000000036, 926.3189999999984, 32.59140000000525
r5.24xlarge, Red Hat Enterprise Linux, 304, 4, 13524.419800000056, 8346.600599999945, 5177.819200000111
c5.2xlarge, SUSE Linux, 387, 49, 2217.3188, 1908.9216999999985, 308.3971000000015
x1e.32xlarge, Windows, 388, 8, 147997.59179999935, 133181.22439999945, 14816.367399999901
m5d.16xlarge, Red Hat Enterprise Linux, 288, 0, 5311.872000000019, 5311.872000000019, 0.0
x1e.4xlarge, Red Hat Enterprise Linux, 304, 5, 13439.059399999998, 8261.116799999949, 5177.942600000049
x1e.32xlarge, SUSE Linux, 388, 8, 93966.38329999977, 79299.62589999975, 14666.757400000017
c5.2xlarge, Red Hat Enterprise Linux, 308, 76, 2217.221999999999, 1561.0850999999986, 656.1369000000002
c5.4xlarge, Red Hat Enterprise Linux, 308, 36, 3372.9695999999935, 2141.5820000000012, 1231.3875999999923
c5.4xlarge, Windows, 388, 2, 9266.371200000085, 8294.104799999966, 972.2664000001187
x1e.2xlarge, SUSE Linux, 387, 4, 5920.703199999986, 5576.515199999985, 344.188000000001
r3.large, Windows, 302, 2, 998.2760000000059, 841.8528000000013, 156.4232000000046
x1e.2xlarge, Red Hat Enterprise Linux, 304, 4, 4943.586400000029, 4599.398400000033, 344.18799999999646
m5d.12xlarge, SUSE Linux, 387, 18, 8919.304000000007, 7088.136200000007, 1831.1678000000002
c5.9xlarge, Linux/UNIX, 387, 117, 5731.703600000007, 3506.9621000000006, 2224.7415000000065
c5.4xlarge, SUSE Linux, 388, 32, 3752.8302999999983, 2903.0217000000007, 849.8085999999976
m5d.12xlarge, Windows, 387, 1, 28088.769599999916, 25020.688799999993, 3068.0807999999233
x1e.2xlarge, Windows, 387, 4, 8375.167599999973, 8065.699199999969, 309.4684000000043
m5d.24xlarge, Windows, 387, 2, 56176.61040000011, 50053.420799999985, 6123.189600000122
c5.24xlarge, Linux/UNIX, 297, 86, 9340.53119999998, 7591.494000000008, 1749.0371999999716
r5d.24xlarge, Red Hat Enterprise Linux, 304, 10, 12946.022400000062, 8371.013600000022, 4575.00880000004
x1e.8xlarge, Red Hat Enterprise Linux, 304, 9, 22118.553599999963, 15573.75360000005, 6544.799999999914
r3.large, Red Hat Enterprise Linux, 308, 37, 744.3743999999989, 588.1351000000009, 156.23929999999802
c5.18xlarge, Windows, 387, 1, 41590.73519999982, 37208.282399999945, 4382.452799999875
m5d.24xlarge, SUSE Linux, 387, 23, 16110.440499999948, 13234.972600000016, 2875.4678999999323
c5.24xlarge, Red Hat Enterprise Linux, 297, 86, 10267.171200000012, 8518.134000000002, 1749.0372000000098
x1e.8xlarge, SUSE Linux, 388, 10, 19570.099199999797, 19570.099199999797, 0.0
m5d.16xlarge, SUSE Linux, 202, 3, 5772.521900000011, 4785.732000000003, 986.789900000008
c5.2xlarge, Linux/UNIX, 387, 80, 1288.5188000000007, 740.3825999999995, 548.1362000000013
r5d.2xlarge, Linux/UNIX, 388, 17, 1673.4772999999993, 855.8935999999986, 817.5837000000007
x1e.8xlarge, Linux/UNIX, 388, 10, 18638.89919999999, 18638.89919999999, 0.0
m5d.16xlarge, Windows, 288, 0, 24762.239999999896, 24762.239999999896, 0.0
x1e.4xlarge, Windows, 387, 4, 16186.259899999943, 16131.398399999938, 54.861500000004526
c5.24xlarge, Windows, 297, 1, 40817.779199999866, 38466.806399999696, 2350.9728000001705
r5d.24xlarge, Windows, 388, 3, 59536.04140000059, 50634.94159999975, 8901.09980000084
m5d.24xlarge, Linux/UNIX, 387, 21, 15181.640499999936, 9164.621999999961, 6017.018499999975
x1e.4xlarge, SUSE Linux, 387, 4, 10286.33770000005, 10224.230400000051, 62.10729999999785
m5d.24xlarge, Red Hat Enterprise Linux, 304, 16, 12400.281599999968, 8139.468000000004, 4260.813599999963
c5.24xlarge, SUSE Linux, 297, 65, 11373.425999999987, 9607.915199999996, 1765.510799999991
r3.2xlarge, Windows, 302, 5, 3646.71969999998, 3271.899299999984, 374.82039999999597
c1.xlarge, Windows, 388, 4, 3461.242499999994, 2872.916200000023, 588.3262999999711
r5ad.2xlarge, Red Hat Enterprise Linux, 304, 17, 4692.018, 1693.0571000000139, 2998.9608999999864
z1d.metal, Red Hat Enterprise Linux, 304, 1, 12820.53120000005, 10726.195200000004, 2094.3360000000466
c3.2xlarge, Linux/UNIX, 301, 16, 891.0009999999996, 811.2714999999997, 79.72949999999992
r5ad.2xlarge, Windows, 381, 12, 4819.996000000013, 4437.823799999996, 382.17220000001726
r5.2xlarge, Windows, 387, 1, 4740.161700000006, 4205.327399999974, 534.8343000000323
r5ad.2xlarge, Linux/UNIX, 381, 21, 1553.2712999999974, 1068.886000000001, 484.3852999999963
r5ad.24xlarge, Windows, 381, 11, 65706.74869999953, 50475.80340000045, 15230.945299999083
c1.xlarge, Red Hat Enterprise Linux, 308, 17, 1491.705600000006, 1361.120399999998, 130.58520000000794
c1.xlarge, SUSE Linux, 388, 20, 1778.4196999999983, 1450.8041999999955, 327.61550000000284
m5n.2xlarge, Linux/UNIX, 183, 5, 360.2647000000014, 357.1554000000014, 3.109300000000019
z1d.metal, SUSE Linux, 388, 8, 16228.590300000038, 13925.820700000004, 2302.769600000034
r3.2xlarge, SUSE Linux, 388, 27, 2240.873799999998, 1915.9318000000026, 324.94199999999546
c3.2xlarge, Red Hat Enterprise Linux, 308, 15, 2054.9760000000065, 1793.2473999999888, 261.72860000001765
z1d.metal, Linux/UNIX, 388, 6, 15197.290299999844, 12894.870699999907, 2302.4195999999374
c3.2xlarge, SUSE Linux, 301, 16, 1613.401000000003, 1533.6715000000045, 79.72949999999855
r5ad.4xlarge, Linux/UNIX, 381, 8, 4914.627100000036, 2394.7412999999924, 2519.8858000000437
r5.4xlarge, Linux/UNIX, 388, 36, 3396.0503000000017, 1699.2785000000003, 1696.7718000000013
m5n.2xlarge, Red Hat Enterprise Linux, 183, 5, 931.224700000001, 928.1154000000014, 3.109299999999621
c1.medium, Red Hat Enterprise Linux, 308, 2, 575.8367999999981, 540.1320000000012, 35.70479999999691
r5ad.24xlarge, Linux/UNIX, 381, 12, 25271.30000000022, 10097.296000000035, 15174.004000000186
c1.medium, SUSE Linux, 387, 1, 1049.5439999999965, 1049.5439999999965, 0.0
r5a.8xlarge, Windows, 288, 0, 12486.527999999966, 12486.527999999966, 0.0
c1.medium, Linux/UNIX, 387, 1, 120.74399999999937, 120.74399999999937, 0.0
r3.2xlarge, Red Hat Enterprise Linux, 308, 34, 2164.3775999999984, 1571.363599999999, 593.0139999999994
c1.xlarge, Linux/UNIX, 388, 20, 847.2197000000006, 519.6041999999978, 327.6155000000027
z1d.metal, Windows, 388, 6, 35743.08729999982, 33441.80909999984, 2301.278199999979
c1.medium, Windows, 387, 1, 863.7839999999985, 716.8176000000057, 146.96639999999286
r5ad.24xlarge, Red Hat Enterprise Linux, 304, 5, 13637.539100000067, 8376.974400000045, 5260.564700000023
m5n.2xlarge, Windows, 183, 0, 1966.737600000003, 1966.737600000003, 0.0
