Instance, Product/Description, Days, MigrationsMin, SumStartingInstance, SumMigrations, Difference
r5a.8xlarge, Red Hat Enterprise Linux, 288, 0, 3210.624000000008, 3210.624000000008, 0.0
c3.4xlarge, Windows, 301, 1, 6494.376000000006, 5596.38959999998, 897.9864000000252
c3.8xlarge, Linux/UNIX, 302, 1, 3571.254300000012, 3242.011200000018, 329.2430999999938
m5dn.8xlarge, Linux/UNIX, 183, 1, 3754.1792000000064, 1482.1415999999956, 2272.0376000000106
c3.4xlarge, SUSE Linux, 301, 1, 2461.8958999999954, 2337.7655999999924, 124.13030000000299
r5ad.4xlarge, Windows, 381, 7, 11655.698000000071, 9130.595500000018, 2525.1025000000536
r5a.8xlarge, Linux/UNIX, 288, 0, 2312.0639999999976, 2312.0639999999976, 0.0
r3.4xlarge, Red Hat Enterprise Linux, 308, 21, 3368.534399999987, 2136.3704000000043, 1232.1639999999825
z1d.large, Red Hat Enterprise Linux, 304, 4, 845.2153999999945, 844.8767999999941, 0.33860000000038326
c3.8xlarge, Red Hat Enterprise Linux, 307, 4, 5319.6960000000245, 4256.534400000015, 1063.1616000000095
r3.4xlarge, SUSE Linux, 388, 35, 4082.9529000000034, 2920.6975999999945, 1162.255300000009
c3.8xlarge, SUSE Linux, 302, 1, 4296.054299999998, 3966.8111999999796, 329.24310000001833
r5.4xlarge, Red Hat Enterprise Linux, 304, 22, 3393.2156, 2287.2747, 1105.9409
c3.2xlarge, Windows, 301, 1, 3247.188000000003, 2797.843199999989, 449.34480000001395
c3.4xlarge, Linux/UNIX, 301, 1, 1739.4959000000033, 1615.365600000009, 124.13029999999435
m5dn.8xlarge, Windows, 183, 1, 10221.03219999998, 7947.165600000031, 2273.8665999999484
r5ad.4xlarge, Red Hat Enterprise Linux, 304, 8, 5713.929000000038, 2199.316900000007, 3514.612100000031
r3.4xlarge, Linux/UNIX, 388, 24, 3151.6663999999987, 1453.7717000000002, 1697.8946999999985
m5dn.8xlarge, Red Hat Enterprise Linux, 183, 1, 4325.139199999999, 2053.101600000005, 2272.0375999999937
r5.2xlarge, Linux/UNIX, 388, 84, 1821.2010999999982, 862.8493999999994, 958.3516999999988
c3.4xlarge, Red Hat Enterprise Linux, 308, 6, 3148.9920000000125, 2617.581300000013, 531.4106999999995
z1d.large, Windows, 388, 6, 1540.9606999999928, 1379.4383999999925, 161.5223000000003
p3.16xlarge, SUSE Linux, 388, 15, 70039.1891000005, 69318.52800000041, 720.6611000000848
z1d.xlarge, Windows, 388, 4, 2869.662199999984, 2752.627199999985, 117.03499999999894
p3.8xlarge, SUSE Linux, 388, 10, 35291.407499999725, 35151.07989999971, 140.32760000001144
r5a.xlarge, Red Hat Enterprise Linux, 305, 23, 978.6254999999977, 750.7274000000001, 227.8980999999976
r5a.large, Red Hat Enterprise Linux, 304, 13, 688.0322999999975, 593.1725999999987, 94.85969999999872
p3.16xlarge, Red Hat Enterprise Linux, 305, 5, 136078.68949999995, 54844.92479999961, 81233.76470000035
a1.large, Linux/UNIX, 301, 3, 121.37569999999955, 72.30720000000002, 49.06849999999953
r5a.xlarge, Linux/UNIX, 388, 25, 690.5161999999987, 396.6832999999979, 293.83290000000073
p3.2xlarge, Linux/UNIX, 302, 52, 7988.0639999999985, 6885.938800000034, 1102.125199999965
r5a.large, Windows, 388, 2, 1188.2112000000075, 1054.8216000000052, 133.38960000000225
a1.4xlarge, Red Hat Enterprise Linux, 217, 1, 1808.3224000000002, 1095.4224000000006, 712.8999999999996
p3.16xlarge, Windows, 387, 0, 95554.94399999917, 95554.94399999917, 0.0
p2.xlarge, Windows, 388, 23, 4227.6480000000265, 4227.6480000000265, 0.0
a1.large, Red Hat Enterprise Linux, 217, 3, 399.9869000000015, 364.0224000000006, 35.96450000000095
r5a.xlarge, Windows, 388, 6, 2377.3535999999804, 2109.66240000001, 267.6911999999702
r5a.large, Linux/UNIX, 388, 15, 332.0961999999995, 198.79259999999886, 133.30360000000064
p3.16xlarge, Linux/UNIX, 388, 15, 69107.98910000014, 68387.32800000021, 720.6610999999248
p3.8xlarge, Windows, 387, 0, 47777.47199999959, 47777.47199999959, 0.0
p3.2xlarge, Windows, 388, 2, 11979.206199999897, 11975.231999999896, 3.9742000000005646
a1.2xlarge, Red Hat Enterprise Linux, 217, 1, 1026.6772000000017, 886.2240000000024, 140.45319999999924
p3.2xlarge, SUSE Linux, 302, 44, 8712.864000000003, 7618.878399999955, 1093.9856000000482
p3.8xlarge, Linux/UNIX, 388, 10, 34360.17930000009, 34219.87990000011, 140.2993999999817
a1.2xlarge, Linux/UNIX, 302, 1, 486.52120000000315, 291.55440000000215, 194.966800000001
r5.2xlarge, SUSE Linux, 388, 56, 2853.201100000001, 2135.908000000003, 717.293099999998
p3.2xlarge, Red Hat Enterprise Linux, 304, 53, 10215.859199999963, 7717.82610000001, 2498.0330999999524
a1.4xlarge, Linux/UNIX, 301, 1, 1402.0312000000008, 579.9072000000042, 822.1239999999966
a1.metal, SUSE Linux, 183, 1, 1126.3819999999994, 915.0212000000038, 211.3607999999956
p2.16xlarge, SUSE Linux, 41, 1, 13656.345599999986, 9343.315199999994, 4313.030399999992
r5ad.12xlarge, Windows, 381, 8, 31013.977699999836, 27346.610400000234, 3667.3672999996015
p2.16xlarge, Red Hat Enterprise Linux, 304, 30, 61114.21440000027, 32561.433599999844, 28552.78080000043
a1.metal, Linux/UNIX, 183, 0, 346.089600000001, 346.089600000001, 0.0
p2.8xlarge, Linux/UNIX, 388, 27, 21174.106100000026, 20125.948900000047, 1048.1571999999796
p3dn.24xlarge, Red Hat Enterprise Linux, 303, 0, 69037.45920000016, 69037.45920000016, 0.0
p2.16xlarge, Windows, 42, 1, 17130.657600000024, 12693.458399999992, 4437.199200000032
a1.metal, Red Hat Enterprise Linux, 183, 0, 917.0496000000012, 917.0496000000012, 0.0
r5.2xlarge, Red Hat Enterprise Linux, 305, 61, 2038.7707000000003, 1634.8706999999986, 403.9000000000017
a1.xlarge, Red Hat Enterprise Linux, 303, 2, 703.8021999999991, 581.7017, 122.1004999999991
z1d.xlarge, Red Hat Enterprise Linux, 305, 4, 1433.9316000000033, 1256.6879999999985, 177.2436000000048
r3.2xlarge, Linux/UNIX, 388, 41, 1309.673800000001, 760.3071000000002, 549.3667000000007
z1d.xlarge, Linux/UNIX, 388, 10, 1477.4646000000032, 1060.4374000000034, 417.02719999999977
p3dn.24xlarge, Windows, 387, 0, 127984.92479999966, 127984.92479999966, 0.0
a1.xlarge, Linux/UNIX, 302, 1, 249.69099999999952, 145.78800000000106, 103.90299999999846
p2.16xlarge, Linux/UNIX, 41, 1, 13557.945599999997, 9244.915200000003, 4313.030399999994
p2.xlarge, Red Hat Enterprise Linux, 304, 54, 3219.5452000000028, 2440.9017000000063, 778.6434999999965
r5ad.12xlarge, Linux/UNIX, 381, 8, 10834.696400000143, 7162.30179999995, 3672.3946000001924
a1.medium, Linux/UNIX, 301, 9, 60.68159999999977, 36.20749999999996, 24.474099999999808
p2.xlarge, Linux/UNIX, 388, 61, 3377.8361999999997, 2554.8989000000033, 822.9372999999964
r5ad.12xlarge, Red Hat Enterprise Linux, 304, 7, 10419.865400000033, 4802.949400000004, 5616.916000000029
p2.xlarge, SUSE Linux, 388, 60, 4309.0362000000005, 3510.34720000002, 798.6889999999803
p2.8xlarge, Windows, 387, 33, 35207.31500000012, 33734.016000000214, 1473.2989999999045
a1.medium, Red Hat Enterprise Linux, 217, 7, 356.22719999999964, 338.55709999999954, 17.670100000000105
a1.medium, SUSE Linux, 301, 7, 783.0815999999976, 766.2994000000002, 16.782199999997374
p2.8xlarge, Red Hat Enterprise Linux, 304, 21, 18491.051699999894, 16707.83999999987, 1783.2117000000253
p2.8xlarge, SUSE Linux, 388, 27, 22105.306100000093, 21060.36990000008, 1044.936200000011
p3dn.24xlarge, Linux/UNIX, 388, 2, 87221.25639999984, 87212.16399999984, 9.092399999994086
r5a.4xlarge, Windows, 388, 3, 9507.552000000016, 8436.043200000042, 1071.5087999999741
m5d.metal, Red Hat Enterprise Linux, 304, 50, 8583.014399999935, 6349.05030000001, 2233.9640999999247
c4.4xlarge, Red Hat Enterprise Linux, 308, 75, 3258.393600000006, 2092.1241999999984, 1166.2694000000074
r5a.4xlarge, Red Hat Enterprise Linux, 304, 7, 2955.6603000000046, 2176.228200000007, 779.4320999999977
r3.8xlarge, Red Hat Enterprise Linux, 308, 45, 5837.3832999999895, 3266.365299999997, 2571.0179999999923
r5ad.xlarge, Linux/UNIX, 381, 14, 912.8296999999993, 492.390699999999, 420.4390000000003
r5ad.large, Windows, 381, 12, 1361.3796000000054, 1102.558099999997, 258.8215000000084
m5d.metal, SUSE Linux, 388, 37, 11064.518399999975, 9464.789500000039, 1599.7288999999364
c4.4xlarge, Linux/UNIX, 388, 91, 2436.844199999999, 1410.5742000000012, 1026.269999999998
z1d.3xlarge, Windows, 388, 4, 8682.288799999957, 8257.88159999996, 424.407199999996
m5d.metal, Linux/UNIX, 388, 58, 10133.318399999935, 6982.725899999986, 3150.592499999949
z1d.3xlarge, Red Hat Enterprise Linux, 304, 5, 3398.647700000011, 3391.1808000000124, 7.466899999998532
m5d.large, Windows, 388, 2, 1173.3119999999947, 1046.203199999997, 127.1087999999977
c4.4xlarge, SUSE Linux, 388, 51, 3368.0442000000007, 2801.884099999997, 566.1601000000037
r5ad.xlarge, Red Hat Enterprise Linux, 304, 10, 1053.8784000000003, 787.9323000000043, 265.946099999996
r5ad.large, SUSE Linux, 381, 18, 1360.4758000000097, 1119.5141000000017, 240.96170000000802
m5d.metal, Windows, 388, 1, 51255.110400000056, 47164.63919999986, 4090.4712000001964
c4.2xlarge, Windows, 388, 1, 4575.916799999991, 4112.0207999999675, 463.8960000000234
c4.2xlarge, SUSE Linux, 388, 47, 2106.648699999996, 1866.2975000000001, 240.35119999999597
z1d.6xlarge, Linux/UNIX, 388, 15, 6391.207899999981, 6235.315199999958, 155.89270000002307
z1d.2xlarge, Windows, 388, 5, 5760.266699999967, 5505.25439999997, 255.0122999999976
m5d.large, SUSE Linux, 388, 5, 1248.4385999999993, 1185.189000000007, 63.24959999999237
c4.8xlarge, Red Hat Enterprise Linux, 308, 70, 5555.827200000015, 3216.9389000000033, 2338.888300000012
c4.8xlarge, Linux/UNIX, 388, 92, 5099.5713000000005, 2813.7304000000104, 2285.84089999999
z1d.3xlarge, Linux/UNIX, 387, 8, 3533.6273999999685, 3109.6223999999793, 424.0049999999892
r5a.4xlarge, Linux/UNIX, 388, 11, 3064.8354000000013, 1590.2555999999904, 1474.579800000011
c4.4xlarge, Windows, 388, 2, 9151.833599999982, 8225.853599999935, 925.9800000000469
c3.large, SUSE Linux, 301, 2, 934.7855999999963, 924.2448000000035, 10.540799999992828
r3.8xlarge, Linux/UNIX, 388, 48, 5077.1943000000065, 2881.4980000000082, 2195.6962999999982
c3.large, Windows, 301, 2, 811.977599999998, 696.0288000000021, 115.94879999999591
r3.4xlarge, Windows, 301, 2, 6302.939999999967, 5347.713600000013, 955.2263999999541
m5d.xlarge, Windows, 388, 2, 2346.6239999999893, 2091.5255999999813, 255.09840000000804
c3.xlarge, Linux/UNIX, 301, 3, 425.56680000000097, 403.8203000000012, 21.74649999999974
c3.xlarge, Red Hat Enterprise Linux, 308, 4, 990.5280000000021, 857.9571999999937, 132.57080000000838
z1d.large, Linux/UNIX, 388, 10, 725.3980000000023, 522.7386000000017, 202.65940000000057
c3.large, Red Hat Enterprise Linux, 308, 4, 717.0239999999952, 650.6880000000002, 66.33599999999501
c3.8xlarge, Windows, 302, 1, 13031.904000000011, 11235.93119999996, 1795.9728000000505
c3.large, Linux/UNIX, 301, 2, 212.3856000000007, 201.84480000000065, 10.540800000000047
m5d.xlarge, Red Hat Enterprise Linux, 304, 25, 914.9183999999955, 734.4241000000018, 180.4942999999937
r5ad.large, Red Hat Enterprise Linux, 305, 9, 690.2759999999975, 650.4591999999998, 39.81679999999767
c4.2xlarge, Red Hat Enterprise Linux, 308, 123, 2109.722400000003, 1540.2004000000004, 569.5220000000024
m5d.xlarge, Linux/UNIX, 388, 31, 690.3107999999967, 380.68350000000265, 309.627299999994
r5ad.large, Linux/UNIX, 381, 12, 520.7418000000005, 261.3881, 259.35370000000046
z1d.6xlarge, Windows, 388, 4, 17409.740199999913, 16515.76319999992, 893.9769999999917
c4.2xlarge, Linux/UNIX, 388, 147, 1175.4487000000001, 720.3270999999997, 455.1216000000004
z1d.6xlarge, Red Hat Enterprise Linux, 304, 9, 6884.505599999965, 5837.337600000029, 1047.167999999936
m5d.xlarge, SUSE Linux, 388, 25, 1621.5107999999925, 1441.0047000000038, 180.5060999999887
c3.xlarge, SUSE Linux, 301, 3, 1147.9668000000006, 1126.2202999999965, 21.746500000004062
c3.xlarge, Windows, 301, 2, 1623.955199999996, 1399.6895999999945, 224.26560000000154
m5a.12xlarge, Red Hat Enterprise Linux, 304, 2, 9703.07190000004, 4493.925600000004, 5209.146300000037
r4.2xlarge, Windows, 387, 1, 4678.365600000019, 4168.080000000024, 510.2855999999956
c5d.metal, Linux/UNIX, 156, 5, 3415.2768000000074, 3415.2768000000074, 0.0
r5a.24xlarge, Linux/UNIX, 387, 8, 15911.21660000013, 9463.461600000046, 6447.755000000085
t3a.nano, Windows, 351, 1, 50.54399999999962, 48.74399999999963, 1.79999999999999
m5a.xlarge, Red Hat Enterprise Linux, 304, 145, 941.7035999999991, 754.6868999999998, 187.01669999999933
r5d.xlarge, Red Hat Enterprise Linux, 304, 26, 945.622199999999, 748.2604999999965, 197.36170000000254
m5a.12xlarge, Linux/UNIX, 387, 9, 8148.977300000092, 4842.962799999949, 3306.014500000143
r5d.xlarge, Windows, 387, 4, 2372.1338000000105, 2104.3014000000003, 267.83240000001024
c5d.24xlarge, Windows, 156, 0, 19948.78079999995, 19948.78079999995, 0.0
m5a.xlarge, Linux/UNIX, 388, 177, 715.6614000000003, 399.8023000000002, 315.8591000000001
c5d.large, Windows, 388, 1, 1158.4127999999935, 1036.5263999999959, 121.8863999999976
m5a.xlarge, Windows, 388, 3, 2346.6239999999893, 2091.026399999981, 255.59760000000824
r5a.24xlarge, Red Hat Enterprise Linux, 304, 4, 21572.518899999857, 8376.974400000045, 13195.544499999813
r4.4xlarge, Linux/UNIX, 388, 21, 3322.1514999999986, 1630.1570999999997, 1691.994399999999
r5d.xlarge, Linux/UNIX, 388, 27, 925.9258000000005, 398.46469999999795, 527.4611000000026
m5ad.12xlarge, Linux/UNIX, 381, 13, 11583.853499999963, 5957.25079999994, 5626.602700000023
r5a.16xlarge, Red Hat Enterprise Linux, 288, 1, 5615.098300000016, 5521.996800000017, 93.10149999999885
m5.xlarge, Windows, 387, 2, 2340.5759999999896, 2085.4775999999815, 255.09840000000804
r5d.metal, Windows, 387, 5, 52247.85149999968, 47319.00240000032, 4928.849099999359
r4.16xlarge, SUSE Linux, 388, 24, 12909.224899999997, 9092.267100000003, 3816.9577999999947
t3a.xlarge, Windows, 351, 1, 999.9287999999959, 944.1288000000023, 55.79999999999359
m5a.large, Linux/UNIX, 388, 7, 347.59809999999993, 189.81879999999867, 157.77930000000126
t3a.xlarge, Red Hat Enterprise Linux, 305, 2, 853.5120000000026, 714.0839999999992, 139.4280000000034
m5a.large, Red Hat Enterprise Linux, 305, 8, 681.0207000000006, 587.0692000000001, 93.95150000000046
c5d.2xlarge, Red Hat Enterprise Linux, 304, 19, 1864.0402000000033, 1509.780199999993, 354.2600000000102
r5dn.12xlarge, Red Hat Enterprise Linux, 183, 0, 2774.426400000012, 2774.426400000012, 0.0
r4.16xlarge, Windows, 387, 1, 37427.853600000206, 33347.388000000195, 4080.4656000000105
c5d.2xlarge, SUSE Linux, 388, 33, 2223.326200000001, 1905.1717999999894, 318.1544000000115
m5a.8xlarge, Windows, 288, 0, 12381.46560000007, 12381.46560000007, 0.0
r5dn.12xlarge, Windows, 183, 0, 11901.002400000045, 11901.002400000045, 0.0
m5a.large, Windows, 388, 1, 1173.3119999999947, 1045.9679999999971, 127.34399999999755
c5d.2xlarge, Linux/UNIX, 388, 21, 1292.1837999999982, 720.6391999999983, 571.5446
r5dn.12xlarge, Linux/UNIX, 183, 0, 2203.466400000001, 2203.466400000001, 0.0
r4.16xlarge, Red Hat Enterprise Linux, 308, 18, 11069.52, 5849.995799999988, 5219.524200000013
c5d.18xlarge, Red Hat Enterprise Linux, 304, 34, 9128.755200000012, 6289.492800000001, 2839.2624000000114
x1.16xlarge, Linux/UNIX, 387, 13, 18768.273500000014, 18582.50159999998, 185.77190000003247
r5d.metal, Red Hat Enterprise Linux, 304, 17, 8953.183699999956, 5896.200100000017, 3056.9835999999386
r5.16xlarge, Windows, 288, 0, 24972.364799999854, 24972.364799999854, 0.0
r4.16xlarge, Linux/UNIX, 388, 30, 11978.024899999997, 6212.194699999985, 5765.830200000012
c5d.metal, Red Hat Enterprise Linux, 156, 5, 3901.9967999999963, 3901.9967999999963, 0.0
c5d.large, Linux/UNIX, 388, 30, 301.96540000000203, 180.0983999999999, 121.86700000000212
r5.8xlarge, Linux/UNIX, 288, 12, 2419.7062, 2333.8563999999997, 85.84980000000041
r5a.16xlarge, Linux/UNIX, 288, 1, 4716.538300000025, 4623.436800000027, 93.10149999999794
c5d.18xlarge, Linux/UNIX, 388, 45, 11164.025100000006, 6910.290700000006, 4253.7344
m5ad.24xlarge, Linux/UNIX, 381, 13, 26523.46960000029, 9829.989999999923, 16693.47960000037
m5ad.24xlarge, Red Hat Enterprise Linux, 304, 4, 22952.45649999999, 8526.583800000062, 14425.872699999927
c5d.12xlarge, Windows, 156, 0, 9974.390399999975, 9974.390399999975, 0.0
m5.xlarge, SUSE Linux, 388, 48, 1690.3401999999999, 1452.3732000000002, 237.96699999999964
r3.xlarge, Windows, 302, 4, 1988.0811000000103, 1683.9312000000064, 304.149900000004
r5d.metal, Linux/UNIX, 387, 21, 11218.423000000024, 6442.203800000043, 4776.219199999981
m5.xlarge, Red Hat Enterprise Linux, 308, 70, 1140.9141000000004, 761.2276999999997, 379.68640000000073
r5a.24xlarge, Windows, 387, 7, 56898.287999999724, 50478.84730000044, 6419.440699999286
x1.16xlarge, Red Hat Enterprise Linux, 308, 15, 29800.848000000125, 15930.220800000041, 13870.627200000084
m5ad.16xlarge, Windows, 192, 1, 18205.747199999943, 18102.655200000052, 103.09199999989141
c5d.metal, SUSE Linux, 156, 5, 3789.676800000009, 3789.676800000009, 0.0
m5ad.12xlarge, Windows, 381, 10, 31779.169999999922, 26130.486000000008, 5648.683999999914
c5d.18xlarge, Windows, 387, 2, 41590.73519999982, 37216.84319999995, 4373.891999999869
m5ad.12xlarge, Red Hat Enterprise Linux, 304, 9, 11166.29930000006, 4886.3902999999955, 6279.909000000065
m5ad.16xlarge, Linux/UNIX, 192, 1, 4639.795199999993, 4536.703200000005, 103.09199999998782
c5d.18xlarge, SUSE Linux, 388, 19, 12095.22510000001, 9804.482799999983, 2290.742300000027
m5ad.16xlarge, Red Hat Enterprise Linux, 192, 1, 5238.835200000017, 5135.743199999998, 103.09200000001874
c5d.large, Red Hat Enterprise Linux, 304, 32, 664.6656000000021, 578.2776000000006, 86.38800000000151
c5d.9xlarge, Red Hat Enterprise Linux, 304, 42, 5038.617600000018, 3583.1910000000003, 1455.4266000000175
m5a.24xlarge, Red Hat Enterprise Linux, 304, 5, 14495.581399999975, 8039.371200000049, 6456.210199999927
t3a.small, Red Hat Enterprise Linux, 304, 2, 489.67400000000214, 471.81359999999825, 17.860400000003892
m5a.24xlarge, Windows, 387, 9, 56176.61040000011, 50525.239299999994, 5651.371100000113
r4.2xlarge, Linux/UNIX, 388, 29, 1660.6927999999998, 779.3988999999979, 881.2939000000019
c5d.large, SUSE Linux, 388, 26, 1233.1653999999955, 1173.035999999998, 60.12939999999753
c5d.9xlarge, Linux/UNIX, 388, 57, 6667.5209, 3385.385499999995, 3282.1354000000056
c5d.4xlarge, Windows, 387, 1, 9242.488800000085, 8268.307199999967, 974.1816000001181
m5a.2xlarge, Red Hat Enterprise Linux, 304, 19, 1942.2354999999982, 1561.1825000000015, 381.0529999999967
m5a.12xlarge, Windows, 387, 9, 28637.922699999912, 25356.018399999994, 3281.9042999999183
r4.2xlarge, Red Hat Enterprise Linux, 308, 25, 2227.7382000000043, 1586.5456000000065, 641.1925999999978
r5dn.2xlarge, Windows, 183, 1, 3013.473300000001, 1983.4272000000067, 1030.0460999999943
r5a.16xlarge, Windows, 288, 1, 25055.615999999845, 24972.364799999854, 83.25119999999151
t3a.small, Linux/UNIX, 351, 1, 51.55259999999991, 40.33439999999979, 11.218200000000124
r5dn.8xlarge, Linux/UNIX, 183, 3, 2488.5072, 1528.9579000000028, 959.5492999999972
r5dn.8xlarge, Windows, 183, 3, 8953.531200000023, 7992.99899999999, 960.5322000000333
r4.2xlarge, SUSE Linux, 388, 19, 2591.8927999999996, 1955.6706000000077, 636.222199999992
c5d.9xlarge, Windows, 387, 2, 20795.832000000166, 18608.188800000004, 2187.6432000001623
m5a.16xlarge, Linux/UNIX, 288, 0, 4413.312000000004, 4413.312000000004, 0.0
r5dn.8xlarge, Red Hat Enterprise Linux, 183, 3, 3059.4672000000096, 2099.917899999994, 959.5493000000156
c5d.9xlarge, SUSE Linux, 388, 36, 7598.905299999995, 5344.327300000006, 2254.5779999999886
m5a.24xlarge, Linux/UNIX, 387, 9, 15160.802399999913, 9500.564299999902, 5660.238100000011
r5.16xlarge, SUSE Linux, 288, 3, 8383.164500000024, 6676.3403999999555, 1706.824100000069
m5a.16xlarge, Windows, 288, 0, 24762.239999999896, 24762.239999999896, 0.0
m5a.4xlarge, Windows, 388, 2, 9387.427200000058, 8366.575199999925, 1020.8520000001336
t3a.xlarge, Linux/UNIX, 351, 1, 379.9676000000019, 324.1223999999999, 55.84520000000197
c5d.4xlarge, Linux/UNIX, 388, 41, 2972.0821000000037, 1449.8781999999965, 1522.2039000000073
m5a.8xlarge, Linux/UNIX, 288, 0, 2207.001599999992, 2207.001599999992, 0.0
m5a.8xlarge, Red Hat Enterprise Linux, 288, 0, 3105.5615999999904, 3105.5615999999904, 0.0
c5d.2xlarge, Windows, 388, 3, 4632.853299999998, 4146.8807999999835, 485.9725000000144
c5d.4xlarge, Red Hat Enterprise Linux, 304, 40, 2782.5568000000035, 2080.5592000000024, 701.9976000000011
m5a.8xlarge, SUSE Linux, 288, 2, 5425.282800000004, 3605.3147999999924, 1819.9680000000112
m5a.2xlarge, Windows, 388, 1, 4693.247999999979, 4182.052799999962, 511.1952000000165
t3a.small, Windows, 351, 1, 202.17599999999848, 195.33599999999768, 6.840000000000799
c5d.4xlarge, SUSE Linux, 388, 33, 3903.2251000000024, 2884.076299999996, 1019.1488000000063
r5dn.24xlarge, Windows, 183, 0, 23802.00480000009, 23802.00480000009, 0.0
m5a.4xlarge, Red Hat Enterprise Linux, 304, 21, 2869.521100000007, 2148.177799999994, 721.3433000000132
m5a.4xlarge, Linux/UNIX, 388, 30, 3148.9398000000015, 1531.0634000000086, 1617.8763999999928
r5dn.24xlarge, Red Hat Enterprise Linux, 183, 0, 4977.892800000004, 4977.892800000004, 0.0
r5dn.24xlarge, Linux/UNIX, 183, 0, 4406.932800000002, 4406.932800000002, 0.0
r5a.12xlarge, Windows, 388, 9, 29363.814099999843, 25513.913100000227, 3849.900999999616
m5.metal, Linux/UNIX, 388, 23, 10140.559599999939, 6222.7188999999535, 3917.840699999985
c5.large, Windows, 387, 1, 1155.4271999999935, 1033.540799999996, 121.8863999999976
m5ad.large, Windows, 381, 7, 1239.0120999999913, 1033.2930999999965, 205.71899999999482
r5d.8xlarge, Red Hat Enterprise Linux, 288, 1, 3212.162300000005, 3210.624000000008, 1.5382999999969797
r5a.2xlarge, Red Hat Enterprise Linux, 304, 22, 2081.1739999999995, 1567.873900000005, 513.3000999999945
c5d.xlarge, Red Hat Enterprise Linux, 304, 6, 895.0694000000016, 720.7788999999964, 174.29050000000518
x1.32xlarge, Red Hat Enterprise Linux, 308, 1, 58640.73599999995, 30904.262400000174, 27736.47359999978
x1.32xlarge, SUSE Linux, 387, 0, 38093.8031999999, 38093.8031999999, 0.0
c5d.xlarge, SUSE Linux, 387, 5, 1564.8933999999997, 1409.523099999987, 155.37030000001278
r5d.4xlarge, Windows, 388, 3, 9512.089000000033, 8438.693400000046, 1073.395599999987
m5ad.xlarge, Red Hat Enterprise Linux, 304, 8, 1062.2708999999977, 734.2861000000013, 327.9847999999964
c5.large, Red Hat Enterprise Linux, 308, 39, 745.1136000000029, 591.5916999999989, 153.52190000000394
c5.large, SUSE Linux, 388, 30, 1285.6614999999983, 1176.3438999999987, 109.31759999999963
r3.xlarge, Linux/UNIX, 302, 14, 472.06259999999975, 280.8209999999995, 191.24160000000023
m5ad.xlarge, Linux/UNIX, 381, 11, 779.541799999998, 368.55010000000215, 410.9916999999959
r5d.8xlarge, Linux/UNIX, 288, 1, 2313.6023000000027, 2312.0639999999976, 1.5383000000051652
c5.metal, Linux/UNIX, 288, 57, 9057.48479999998, 7028.697399999994, 2028.7873999999865
c5.metal, Red Hat Enterprise Linux, 288, 57, 9956.044800000005, 7927.257400000011, 2028.7873999999938
m5.metal, Red Hat Enterprise Linux, 304, 17, 8583.014399999935, 5675.899800000031, 2907.1145999999035
c5.metal, SUSE Linux, 288, 46, 11436.595199999983, 9025.246699999978, 2411.3485000000055
m5ad.large, Linux/UNIX, 381, 7, 401.6147999999981, 191.83159999999884, 209.78319999999928
m5ad.large, Red Hat Enterprise Linux, 305, 6, 713.2717999999983, 598.5115999999996, 114.76019999999869
r5a.2xlarge, Linux/UNIX, 387, 24, 1545.2935000000004, 788.2962999999957, 756.9972000000048
